titulo|tipo|marca|modelo|año|kilometraje|precio|precio_etiqueta|transmision|caja|detalle|tags|ubicacion|url_auto
Audi A4 2024|seminuevos|Audi|A4|2024|55500.0|15490.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
55,500 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-jolion-2023-1846928
Haval Jolion 2023|seminuevos|Haval|Jolion|2023|4908.0|64990.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
4,908 Kms
Lima, Lima
ENTREGA INMEDIATA VEHICULO DE EXHIBICIÓN"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2024-1846762
Volvo Xc-60 2024|seminuevos|Volvo|Xc-60|2024|3077.0|57990.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
3,077 Kms
Lima, Lima
VEHICULO DE EXHIBICION"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2025-1846437
Volvo Xc-60 2025|seminuevos|Volvo|Xc-60|2025|42041.0|29900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
42,041 Kms
Lima, Lima
PERFECTO ESTADO / MANTENIMIENTO COMPLETO RECIENTE"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-320i-2022-1843332
Nissan Kicks 2023|seminuevos|Nissan|Kicks|2023|36555.0|17000.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
36,555 Kms
Lima, Lima
NISSAN KICKS ADVANCE M/T (GLP)"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-kicks-2023-1846150
Mercedes Benz Gle 400 4matic 2016|seminuevos|Mercedes Benz|Gle 400 4matic|2016|78000.0|25900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
78,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-gle-400-4matic-2016-1846640
Land Rover Range Rover Vogue 2016|seminuevos|Land Rover|Range Rover Vogue|2016|29000.0|99000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|BLINDADA|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-vogue-2016-1738960
Porsche Cayenne 2018|seminuevos|Porsche|Cayenne|2018|53700.0|35000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
53,700 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2022-1846880
Subaru Forester 2024|seminuevos|Subaru|Forester|2024|52800.0|44900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
52,800 Kms
Lima, Lima
VERSIÓN S, 4X4, ASIENTOS DE CUERO, SENSORES CAMARA, SUNROOF"|SUPER EQUIPADO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-cayenne-2018-1841893
Hyundai Tucson 2023|seminuevos|Hyundai|Tucson|2023|123065.0|11800.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
123,065 Kms
Lima, Lima
HONDA CR-V LX - SE / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2008-1826124
Nissan X-Trail 2017|seminuevos|Nissan|X-Trail|2017|3000.0|55900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
3,000 Kms
Lima, Lima
XDrive 20i, CUERO, SENSORES - CAMARA DE RETRO, MALETERA ELEC"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x4-2025-1842467
Volkswagen Polo 2018|seminuevos|Volkswagen|Polo|2018|59000.0|10900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
59,000 Kms
Lima, Lima
VOLKSWAGEN POLO"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-polo-2018-1842534
Volkswagen Jetta 2021|seminuevos|Volkswagen|Jetta|2021|68240.0|39900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
68,240 Kms
Lima, Lima
BMW X3 30i XDrive 2018"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-30i-2018-1733057
Haval Jolion 2025|seminuevos|Haval|Jolion|2025|50373.0|14990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,373 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2021-1842869
Mitsubishi Eclipse Cross 2022|seminuevos|Mitsubishi|Eclipse Cross|2022|3000.0|18900.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
3,000 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-jolion-2025-1837102
Land Rover Discovery 2019|seminuevos|Land Rover|Discovery|2019|55094.0|20900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,094 Kms
Lima, Lima
MITSUBISHIECLIPSECROSS"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-eclipse-cross-2022-1844724
Toyota Land Cruiser Prado 2023|seminuevos|Toyota|Land Cruiser Prado|2023|50500.0|42900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
50,500 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-discovery-2019-1828337
Volkswagen Amarok 2015|seminuevos|Volkswagen|Amarok|2015|100547.0|53000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
100,547 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2023-1828229
Hyundai I10 2024|seminuevos|Hyundai|I10|2024|117329.0|23500.0|$20K - $30K|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
117,329 Kms
Lima, Lima
VOLKSWAGEN AMAROK TRENDLINE AT/ JC UGARTE"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-amarok-2015-1783065
Toyota Fortuner 2023|seminuevos|Toyota|Fortuner|2023|18.0|13490.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
18 Kms
Lima, Lima
ENTREGA INMEDIATA CON GARANTÍA VIGENTE VERSIÓN FULL GLP"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-i10-2024-1846922
Porsche Macan 2025|seminuevos|Porsche|Macan|2025|47365.0|51000.0|$40K a más|Mecánica||"Diesel|Mecánica
Kilometraje:
47,365 Kms
Lima, Lima
TOYOTA FORTUNER 2.8 ADVENTURE 4X4 MT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-fortuner-2023-1846094
Mitsubishi Montero Sport 2019|seminuevos|Mitsubishi|Montero Sport|2019|1101.0|83000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
1,101 Kms
Lima, Lima
PORSCHE MACAN 2025"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2025-1843708
Chevrolet Traverse 2017|seminuevos|Chevrolet|Traverse|2017|69975.0|38000.0|$30K - $40K|Mecánica||"Diesel|Mecánica
Kilometraje:
69,975 Kms
Lima, Lima
MITSUBISHI MONTERO SPORT 4X4 2.4 HP TDI AT / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-montero-sport-2019-1831240
Mazda Cx-30 2024|seminuevos|Mazda|Cx-30|2024|114593.0|19900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
114,593 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-traverse-2017-1817685
Land Rover Range Rover Evoque 2016|seminuevos|Land Rover|Range Rover Evoque|2016|11308.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
11,308 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-30-2024-1843124
Hyundai Creta Grand 2024|seminuevos|Hyundai|Creta Grand|2024|79108.0|24900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
79,108 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-evoque-2016-1840476
Toyota Rav4 2022|seminuevos|Toyota|Rav4|2022|47136.0|25900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,136 Kms
Lima, Lima
HYUNDAI CRETA GRAND"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2024-1846105
Mercedes Benz C-200 2022|seminuevos|Mercedes Benz|C-200|2022|70630.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,630 Kms
Lima, Lima
Ultimo Servicio En BMW: Marzo 2025"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-528-i-2016-1846561
Mercedes Benz Gle 63 S Amg 4matic Coupe 2023|seminuevos|Mercedes Benz|Gle 63 S Amg 4matic Coupe|2023|83968.0|33000.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
83,968 Kms
Lima, Lima
TOYOTA RAV4 HYBRID 2.5 PREMIUM 4X2 CVT"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2022-1845323
Audi A3 Sedan 2024|seminuevos|Audi|A3 Sedan|2024|55385.0|18900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
55,385 Kms
Lima, Lima
HONDA HRV"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-hr-v-2021-1846089
Volvo Xc-60 2023|seminuevos|Volvo|Xc-60|2023|10500.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,500 Kms
Lima, Lima
DEMO De Audi"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sedan-2024-1846140
Land Rover Range Rover 2023|seminuevos|Land Rover|Range Rover|2023|17000.0|45990.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
17,000 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2023-1846439
Renault Koleos 2025|seminuevos|Renault|Koleos|2025|24500.0|154990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
24,500 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-2023-1840790
Lexus Lx 570 Plus 2018|seminuevos|Lexus|Lx 570 Plus|2018||28590.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
PLANETA MOTORS , VEHICULO NUEVO, 0 KILOMETROS"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-koleos-2025-1846848
Mercedes Benz C-180 2020|seminuevos|Mercedes Benz|C-180|2020|34379.0|83900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,379 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lx-570-plus-2018-1836332
Land Rover Range Rover Sport 2010|seminuevos|Land Rover|Range Rover Sport|2010|37420.0|25900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,420 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-c-180-2020-1836920
Toyota Yaris Cross 2025|seminuevos|Toyota|Yaris Cross|2025|80000.0|23990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2010-1824823
Audi Rs6 Avant 2017|seminuevos|Audi|Rs6 Avant|2017|19297.0|20000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
19,297 Kms
Lima, Lima
TOYOTA YARIS CROSS 1.5 FULL M/T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-cross-2025-1843681
Lexus Rx 350 F-Sport 2019|seminuevos|Lexus|Rx 350 F-Sport|2019|25000.0|84900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,000 Kms
Lima, Lima
Auto En Execlente Estado"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-rs6-avant-2017-1832784
Land Rover Range Rover Sport 2019|seminuevos|Land Rover|Range Rover Sport|2019|66078.0|34000.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
66,078 Kms
Arequipa, Arequipa
LEXUS RX HV F SPORT"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/lexus-rx-350-f-sport-2019-1844636
Jeep Gladiator 2021|seminuevos|Jeep|Gladiator|2021|29000.0|58900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2019-1846405
Hyundai Creta Grand 2025|seminuevos|Hyundai|Creta Grand|2025|29927.0|64900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,927 Kms
Lima, Lima
JEEP GLADIATOR RUBICON - 2021 - 100% FACTURABLE"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-gladiator-2021-1799649
Mercedes Benz Slk230 Kompresor 1997|seminuevos|Mercedes Benz|Slk230 Kompresor|1997|17.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
17 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSIÓN FULL"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1842220
Volkswagen Tiguan Allspace 2018|seminuevos|Volkswagen|Tiguan Allspace|2018|37000.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-slk230-kompresor-1997-1807174
Mazda Cx-9 2024|seminuevos|Mazda|Cx-9|2024|59121.0|18500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
59,121 Kms
Lima, Lima
VOLKSWAGEN TIGUAN 4X4 ALL SPACE COMFORLINE 2.0T DSG"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2018-1846298
Chevrolet Tracker 2025|seminuevos|Chevrolet|Tracker|2025|20135.0|32500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
20,135 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-9-2024-1843729
Nissan Qashqai 2019|seminuevos|Nissan|Qashqai|2019|73998.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
73,998 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-qashqai-2019-1843717
Volkswagen Jetta 2019|seminuevos|Volkswagen|Jetta|2019|34800.0|16900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
34,800 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2019-1837331
Toyota Agya 2022|seminuevos|Toyota|Agya|2022|24638.0|9990.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
24,638 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-agya-2022-1846971
Hyundai Creta Grand 2024|seminuevos|Hyundai|Creta Grand|2024|18.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
18 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSION SPORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2024-1836821
Subaru Impreza Sport 2017|seminuevos|Subaru|Impreza Sport|2017|52161.0|12999.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
52,161 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-impreza-sport-2017-1842980
Mazda Cx-5 2023|seminuevos|Mazda|Cx-5|2023|21000.0|25500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
21,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2023-1846878
Subaru Crosstrek 2024|seminuevos|Subaru|Crosstrek|2024|24500.0|25000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
24,500 Kms
Arequipa, Arequipa
Camioneta En Óptimas Condiciones, Km Real Poco Recorrido"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/subaru-crosstrek-2024-1846015
Porsche Cayenne 2005|seminuevos|Porsche|Cayenne|2005|155000.0|14900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
155,000 Kms
Lima, Lima"|CERO CHOQUES|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-cayenne-2005-1846471
Audi A4 2017|seminuevos|Audi|A4|2017|62730.0|16900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
62,730 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a4-2017-1835590
Audi Q5 2021|seminuevos|Audi|Q5|2021|44085.0|27500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
44,085 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2017-1827598
Audi Q5 2021|seminuevos|Audi|Q5|2021|49900.0|34900.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
49,900 Kms
Arequipa, Arequipa"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/audi-q5-2021-1840625
Toyota Rush 2023|seminuevos|Toyota|Rush|2023|10600.0|20500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
10,600 Kms
Lima, Lima
Limited 1.3 A/T, EX DEMO, GARANTÍA FABRICA"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/fiat-fastback-limited-2024-1847844
Toyota Land Cruiser Prado 2024|seminuevos|Toyota|Land Cruiser Prado|2024|41000.0|40000.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
41,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-2021-1846003
Hyundai Creta Grand 2025|seminuevos|Hyundai|Creta Grand|2025|81167.0|18000.0|$10K - $20K|Automática||"Gas GNV|Automática
Kilometraje:
81,167 Kms
Lima, Lima
TOYOTA RUSH 1.5 FULL A/T (GNV)"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rush-2023-1847543
Mercedes Benz Gle 450 4 Matic 2022|seminuevos|Mercedes Benz|Gle 450 4 Matic|2022|34000.0|47500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,000 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-m2-coupe-2018-1824825
Mercedes Benz Gla250 4matic 2015|seminuevos|Mercedes Benz|Gla250 4matic|2015|61392.0|63000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
61,392 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2024-1844531
Toyota 4runner 2022|seminuevos|Toyota|4runner|2022|21.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
21 Kms
Lima, Lima
GARANTIA VIGENTE CRETA GRAND FULL 2025"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1835624
Dodge Durango 2018|seminuevos|Dodge|Durango|2018|34589.0|37900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,589 Kms
Lima, Lima
DODGE DURANGO GT AWD 2018 - JC UGARTE"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/dodge-durango-2018-1691066
Toyota Land Cruiser Prado 2023|seminuevos|Toyota|Land Cruiser Prado|2023|59042.0|57000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
59,042 Kms
Lima, Lima
LAND CRUISER PRADO 4.0 TX-L AT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2023-1847940
Toyota Rav4 2023|seminuevos|Toyota|Rav4|2023|77813.0|34290.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
77,813 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2023-1836816
Mitsubishi Montero Sport 2022|seminuevos|Mitsubishi|Montero Sport|2022|39000.0|21990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Lima, Lima
De Lujo - Look Deportivo"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2020-1842203
Toyota Yaris 2019|seminuevos|Toyota|Yaris|2019|41158.0|47500.0|$40K a más|Mecánica||"Diesel|Mecánica
Kilometraje:
41,158 Kms
Lima, Lima
MITSUBISHI MONTERO SPORT 4X4 HP TDI GLS MT / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-montero-sport-2022-1847237
Audi S6 2016|seminuevos|Audi|S6|2016|16181.0|12600.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
16,181 Kms
Lima, Lima
MG HS 1.5T 6MT STD 2WD 4X2 M/T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2022-1842444
Mercedes Benz Slk230 Kompresor 1997|seminuevos|Mercedes Benz|Slk230 Kompresor|1997|12178.0|13500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
12,178 Kms
Lima, Lima
TOYOTA YARIS HB GLI 1.3 CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-2019-1847872
Volvo Xc-60 2023|seminuevos|Volvo|Xc-60|2023|48113.0|39900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,113 Kms
Lima, Lima
AUDI S6 TFSI QUATTRO 2016"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-s6-2016-1837676
Hyundai Tucson 2025|seminuevos|Hyundai|Tucson|2025|37000.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - El Polo"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-slk230-kompresor-1997-1846644
Porsche Macan Turbo 2015|seminuevos|Porsche|Macan Turbo|2015|7000.0|53500.0|$40K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2023-1847819
Hyundai Creta Grand 2025|seminuevos|Hyundai|Creta Grand|2025|26.0|30990.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
26 Kms
Lima, Lima
ENTREGA INMEDIATA VERSIÓN LUXURY"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-tucson-2025-1843813
Mercedes Benz C63-Amg 2010|seminuevos|Mercedes Benz|C63-Amg|2010|106000.0|36900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
106,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - El Polo - Surco"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-turbo-2015-1846647
Volvo Ex30 2025|seminuevos|Volvo|Ex30|2025|34.0|26490.0|$20K - $30K|Automática||"Gas GLP|Automática
Kilometraje:
34 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSION SPORT PLUS GLP"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1842370
Mercedes Benz A200 2019|seminuevos|Mercedes Benz|A200|2019|80000.0|25500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima
Auto En Execlente Estado"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-c63-amg-2010-1847824
Ford F-150 Raptor 2023|seminuevos|Ford|F-150 Raptor|2023|300.0|45990.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
300 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-ex-30-2025-1835582
Ford Explorer 2008|seminuevos|Ford|Explorer|2008|66737.0|23900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
66,737 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-a200-2019-1846846
Toyota Rav4 2025|seminuevos|Toyota|Rav4|2025|22023.0|84900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
22,023 Kms
Lima, Lima
FORD RAPTOR F-150 2023"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-f-150-raptor-2023-1844171
Subaru Evoltis 2024|seminuevos|Subaru|Evoltis|2024|102272.0|12900.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
102,272 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-explorer-2008-1796651
Volvo Xc-60 2024|seminuevos|Volvo|Xc-60|2024|18900.0|48990.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
18,900 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2024-1846662
